髑	2525|du2
笃	3155|du3
堵	_412|du3
赌	2512|du3
睹	2512|du3
芏	_5_4|du4
杜	_2_4|du4
肚	23_4|du4,du3
妒	5345|du4
度	4154|du4,duo2
𬭊	_1_2|du4
渡	_341|du4
镀	_141|du4
蠹	1225|du4
耑	2513|duan1
端	4125|duan1
短	31_1|duan3
段	3235|duan4
断	4333|duan4
塅	_432|duan4
缎	5532|duan4
瑖	1132|duan4
椴	_232|duan4
煅	4332|duan4
锻	_132|duan4
簖	3143|duan4
堆	_424|dui1
队	5224|dui4
对	5412|dui4
兑	4314|dui4
祋	4535|dui4
怼	5445|dui4
碓	1324|dui4
吨	1415|dun1
惇	4441|dun1
敦	4131|dun1,dui4
墩	_441|dun1
礅	1341|dun1
镦	_141|dun1,dui4
蹾	1441|dun1
蹲	1443|dun1,cun2
盹	2515|dun3
趸	1514|dun3
囤	2515|tun2,dun4
沌	_315|dun4,zhuan4
炖	4315|dun4
砘	1315|dun4
钝	_115|dun4
盾	3312|dun4
顿	1513|dun4,du2
遁	3345|dun4
楯	_233|shun3,dun4
多	3535|duo1
咄	1452|duo1
哆	1435|duo1
剟	5422|duo1
㙍	_454|duo1
掇	4254|duo1
裰	4554|duo1
夺	1312|duo2
铎	_154|duo2
踱	1441|duo2
朵	35_2|duo3
垛	_435|duo4,duo3
哚	1435|duo3
埵	_431|duo3
躲	3235|duo3
亸	4143|duo3
剁	3522|duo4
饳	3552|duo4
舵	3344|duo4
堕	52_4|duo4,hui1
惰	4413|duo4
跺	1435|duo4
屙	5152|e1
婀	5352|e1
讹	4524|e2
俄	2431|e2
莪	_531|e2
峨	2531|e2
涐	_331|e2
娥	5331|e2
锇	_131|e2
鹅	3135|e2
蛾	2531|e2,yi3
额	4413|e2
厄	1355|e4
扼	4213|e4
苊	_513|e4
呃	1413|e4,e5
轭	1513|e4
垩	12_4|e4
姶	5324|e4
恶	1245|e4,wu4,e3,wu1
饿	3531|e4
鄂	1452|e4
阏	4241|yan1,e4
谔	4514|e4
萼	_514|e4
遏	2245|e4
崿	2514|e4
愕	4414|e4
𫫇	1412|e4
腭	2314|e4
𥔲	1314|e4
鹗	1435|e4
锷	_114|e4
颚	1413|e4
噩	1214|e4
鳄	3514|e4
诶	4554|ei1,ei2,ei3,ei4
恩	2545|en1
蒽	_525|en1
摁	4225|en4
鞥	1224|eng1
儿	3553|er2
而	13_2|er2
陑	5213|er2
鸸	1335|er2
鲕	3513|er2
尔	3523|er3
耳	12_1|er3
迩	3545|er3
饵	3512|er3
洱	_312|er3
珥	1112|er3
铒	_112|er3
二	1153|er4
佴	2412|er4,nai4
贰	1511|er4
咡	1412|er4
发	5354|fa1,fa4
乏	34_4|fa2
伐	2415|fa2
罚	2545|fa2
垡	24_4|fa2
阀	4224|fa2
筏	3124|fa2
法	_3_4|fa3
砝	13_4|fa3
珐	11_4|fa4
帆	2535|fan1
番	3425|fan1,pan1
蕃	_534|bo1,fan1,fan2
幡	2534|fan1
藩	_5_3|fan1
翻	3454|fan1
凡	35_4|fan2
矾	1335|fan2
钒	_135|fan2
烦	4313|fan2
墦	_434|fan2
樊	_213|fan2
璠	1134|fan2
燔	4334|fan2
𫔍	_134|fan2
繁	3155|fan2,po2
𬸪	3435|fan2
蹯	1434|fan2
蘩	_531|fan2
反	3354|fan3
返	3345|fan3
犯	3555|fan4
氾	_355|fan2
饭	3533|fan4
泛	_334|fan4
范	_5_3|fan4
贩	2533|fan4
畈	2533|fan4
梵	_235|fan4
方	41_3|fang1
邡	4152|fang1
坊	_441|fang2,fang1
芳	_541|fang1
枋	_241|fang1
牥	3141|fang1
钫	_141|fang1
蚄	2541|fang1
防	5241|fang2
妨	5341|fang2
肪	2341|fang2
房	4541|fang2
鲂	3541|fang2
仿	2441|fang3
访	4541|fang3
纺	5541|fang3
昉	2241|fang3
舫	3341|fang3
放	4131|fang4
飞	53_4|fei1
妃	5351|fei1
非	2121|fei1
菲	_521|fei3,fei1
啡	1421|fei1
𬴂	5521|fei1
绯	5521|fei1
扉	4521|fei1
蜚	2125|fei1,fei3
霏	1421|fei1
鲱	3521|fei1
肥	2352|fei2
淝	_323|fei2
腓	2321|fei2
朏	2352|fei3
匪	1521|fei3
诽	4521|fei3
悱	4421|fei3
棐	21_2|fei3
斐	2141|fei3
榧	_215|fei3
翡	2154|fei3
篚	3115|fei3
芾	_512|fu2,fei4
吠	1413|fei4
肺	2312|fei4
狒	3551|fei4
废	4153|fei4
沸	_351|fei4
费	5125|fei4
剕	2122|fei4
痱	4121|fei4
镄	_151|fei4
分	3453|fen1,fen4
芬	_534|fen1
吩	1434|fen1
纷	5534|fen1
氛	3134|fen1
翂	5434|fen1
棻	_5_2|fen1
酚	1234|fen1
坟	_441|fen2
汾	_334|fen2
棼	_234|fen2
焚	_243|fen2
𣸣	_312|fen2
豮	1312|fen2
鼢	3234|fen2
粉	4334|fen3
份	2434|fen4
坋	_434|fen4,ben4
奋	1325|fen4
忿	3445|fen4
偾	2412|fen4
粪	4312|fen4
愤	4412|fen4
鲼	3512|fen4
瀵	_343|fen4
丰	11_2|feng1
风	3534|feng1
沣	_311|feng1
沨	_335|feng1
枫	_235|feng1
封	_412|feng1
砜	1335|feng1
疯	4135|feng1
峰	2535|feng1
烽	4335|feng1
葑	_5_4|feng1,feng4
崶	25_4|feng1
锋	_135|feng1
蜂	2535|feng1
酆	2552|feng1
冯	4155|feng2,ping2
逢	3545|feng2
浲	_335|feng2
讽	4535|feng3
唪	1411|feng3
凤	3554|feng4
奉	1111|feng4
俸	2411|feng4
赗	2525|feng4
缝	5535|feng4,feng2
缶	31_2|fou3
否	1314|fou3,pi3
夫	11_4|fu1,fu2
呋	1411|fu1
玞	1111|fu1
肤	2311|fu1
砆	1311|fu1
𫓧	_111|fu1
垺	_434|fu2
麸	1111|fu1
趺	1411|fu1
跗	1424|fu1
稃	3134|fu1
鄜	4152|fu1
孵	3534|fu1
敷	1231|fu1
弗	51_2|fu2
伏	2413|fu2
凫	3535|fu2
扶	4211|fu2
芙	_511|fu2
芣	_513|fu2
佛	2451|fo2,fu2
孚	3452|fu2
拂	4251|fu2
苻	_524|fu2
茀	_551|fu2
服	2352|fu2,fu4
怫	4451|fu2
绂	5513|fu2
绋	5551|fu2
韨	1113|fu2
茯	_524|fu2
罘	2513|fu2
氟	3151|fu2
俘	2434|fu2
郛	3452|fu2
洑	_324|fu2,fu4
祓	4513|fu2
莩	_534|fu2,piao3
蚨	2511|fu2
浮	_334|fu2
琈	1134|fu2
菔	_523|fu2
桴	_234|fu2
符	3124|fu2
匐	35_1|fu2
涪	_341|fu2
袱	4524|fu2
艴	5135|bo2,fu2
幅	25_1|fu2
辐	15_1|fu2
蜉	2534|fu2
福	45_1|fu2
榑	_212|fu2
蝠	25_1|fu2
幞	2522|fu2
黻	2213|fu2
抚	4211|fu3
甫	12_4|fu3
㕮	1434|fu3
拊	4224|fu3
斧	3433|fu3
府	4124|fu3
俯	2441|fu3
釜	3411|fu3
辅	1512|fu3
𫖯	3413|fu3
腑	2341|fu3
滏	_334|fu3
腐	4125|fu3
簠	3112|fu3
黼	2212|fu3
父	3434|fu4,fu3
讣	4524|fu4
付	2412|fu4
负	3525|fu4
妇	5351|fu4
㳇	_334|fu4
附	5224|fu4
咐	1424|fu4
阜	3212|fu4
驸	5524|fu4
赴	_424|fu4
复	3122|fu4
副	_122|fu4
赋	2511|fu4
傅	2412|fu4
富	44_1|fu4
腹	2331|fu4
鲋	3524|fu4
缚	5512|fu4
赙	2512|fu4
蝮	2531|fu4
覆	1233|fu4
馥	3131|fu4
旮	3522|ga1
伽	2453|jia1,ga1,qie2
呷	1425|xia1,ga1
嘎	1413|ga1,ga2,ga3
钆	_1_5|ga2
尜	2323|ga2
噶	14_5|ga2
尕	5323|ga3
尬	1324|ga4
该	4541|gai1
陔	5241|gai1
垓	_441|gai1
荄	_541|gai1
晐	2241|gai1
赅	2541|gai1
改	5131|gai3
丐	12_5|gai4
𬮿	5225|gai4
钙	_112|gai4
盖	4325|gai4,ge3
溉	_351|gai4
概	_251|gai4
戤	5315|gai4
甘	12_1|gan1
玕	1111|gan1
杆	_211|gan1,gan3
肝	2311|gan1
坩	_412|gan1
苷	_512|gan1
矸	1311|gan1
泔	_312|gan1
柑	_212|gan1
竿	3111|gan1
酐	1211|gan1
疳	4112|gan1
尴	1322|gan1
扞	4211|han4,gan3
秆	3111|gan3
赶	_411|gan3
敢	5131|gan3
感	1345|gan3
澉	_351|gan3
橄	_251|gan3
擀	4212|gan3
鳡	3513|gan3
干	11_2|gan4,gan1
旰	2211|gan4
绀	5512|gan4
淦	_3_1|gan4
㽏	_312|gan4
赣	4135|gan4
冈	2534|gang1
冮	4112|gang1
刚	2522|gang1
肛	2312|gang1
纲	5525|gang1
㭎	_225|gang1
矼	1312|gang1
钢	_125|gang1,gang4
缸	3112|gang1
罡	2512|gang1
堽	_425|gang1
岗	2525|gang3,gang1,gang4
港	_312|gang3
杠	_212|gang4,gang1
鿍	_435|gang4
筻	3112|gang4
戆	4145|gang4,zhuang4
皋	3213|gao1
高	4114|gao1
羔	4344|gao1
槔	_232|gao1
睾	32_4|gao1
膏	4123|gao1,gao4
篙	3141|gao1
糕	4343|gao1
杲	22_2|gao3
搞	4241|gao3
缟	5541|gao3
槁	_241|gao3
镐	_141|gao3,hao4
稿	3141|gao3
藁	_5_2|gao3
告	3114|gao4
郜	3152|gao4
诰	4531|gao4
锆	_131|gao4
筶	3131|gao4
戈	15_4|ge1
仡	2431|ge1,yi4
圪	_431|ge1
纥	5531|he2,ge1
疙	4131|ge1
咯	1435|lo5,ge1,ka3,luo4
哥	_1_1|ge1
胳	2335|ge1,ga1,ge2
鸽	2435|ge1
袼	4535|ge1
搁	4242|ge1,ge2
割	4422|ge1
歌	_135|ge1
革	1225|ge2,ji2
阁	4235|ge2
格	_235|ge2,ge1
鬲	_114|ge2,li4
葛	_522|ge3,ge2
隔	52_1|ge2
塥	_4_1|ge2
嗝	14_1|ge2
滆	_3_1|ge2
膈	23_1|ge2
骼	2535|ge2
镉	_1_1|ge2
哿	53_1|ge3
舸	33_1|ge3
个	24_2|ge4,ge3
各	3514|ge4,ge3
虼	2531|ge4
硌	1335|ge4,luo4
铬	_135|ge4
给	5524|gei3,ji3
根	_251|gen1
跟	1451|gen1
哏	1451|gen2
艮	51_4|gen4,gen3
亘	_122|gen4
茛	_551|gen4
庚	4151|geng1
耕	1111|geng1
浭	_312|geng1
赓	4125|geng1
鹒	4135|geng1
羹	4343|geng1
埂	_412|geng3
耿	1243|geng3
哽	1412|geng3
绠	5512|geng3
梗	_212|geng3
𬒔	1321|geng3
鲠	3512|geng3
更	12_4|geng4,geng1
暅	2244|geng4
工	12_1|gong1
弓	51_5|gong1
公	3454|gong1
功	1253|gong1
攻	1231|gong1
䢼	1252|gong1
供	2412|gong1,gong4
肱	2313|gong1
宫	4414|gong1
恭	1224|gong1
蚣	2534|gong1
躬	3251|gong1
龚	1312|gong1
觥	3524|gong1
巩	1235|gong3
汞	12_3|gong3
拱	4212|gong3
珙	1112|gong3
共	1234|gong4
贡	1225|gong4
唝	1412|gong4
勾	3554|gou1,gou4
佝	2435|gou1
沟	_335|gou1
钩	_135|gou1
缑	5524|gou1
篝	3111|gou1
鞲	1211|gou1
苟	_535|gou3
岣	2535|gou3
狗	3535|gou3
耇	1235|gou3
枸	_235|gou3,gou1,ju3
笱	3135|gou3
构	_235|gou4
购	2535|gou4
诟	4533|gou4
垢	_433|gou4
姤	5333|gou4
够	3535|gou4
遘	1145|gou4
彀	1235|gou4
雊	3524|gou4
媾	5311|gou4
觏	1125|gou4
估	2412|gu1,gu4
咕	1412|gu1
呱	1433|gua1,gu1,gua3
沽	_312|gu1
孤	5233|gu1
姑	5312|gu1
轱	1512|gu1
鸪	1235|gu1
菰	_552|gu1
菇	_553|gu1
蛄	2512|gu1,gu3
蓇	_525|gu1
辜	1241|gu1
酤	1212|gu1
觚	3533|gu1
箍	3142|gu1
古	1214|gu3
谷	3414|gu3,yu4
汩	_322|gu3
诂	4512|gu3
股	2335|gu3
骨	2523|gu3,gu1
牯	3112|gu3
𦙶	3312|gu3
罟	2512|gu3
钴	_112|gu3
羖	4335|gu3
蛊	2525|gu3
鹄	3135|hu2,gu3
馉	3525|gu3
鼓	1212|gu3
毂	1235|gu3,gu1
榖	1235|gu3
嘏	1251|gu3,jia3
鹘	2535|hu2,gu3
臌	2312|gu3
瞽	1225|gu3
瀔	_312|gu3
固	2512|gu4
故	1231|gu4
顾	1313|gu4
堌	_425|gu4
梏	_231|gu4
崮	2525|gu4
牿	3131|gu4
雇	4524|gu4
锢	_125|gu4
痼	4125|gu4
鲴	3525|gu4
瓜	33_4|gua1
刮	3122|gua1
胍	2333|gua1
栝	_231|gua1,kuo4
鸹	3135|gua1
剐	1422|gua3
寡	4413|gua3
卦	_424|gua4
坬	_433|wa1
诖	45_4|gua4
挂	42_4|gua4
褂	45_4|gua4
乖	3121|guai1
掴	4225|guai1,guo2
拐	4214|guai3
夬	51_4|guai4
怪	4454|guai4
关	4311|guan1
观	5425|guan1,guan4
官	4425|guan1
冠	4511|guan4,guan1
倌	2444|guan1
蒄	_545|guan1
棺	_244|guan1
鳏	3525|guan1
莞	_544|wan3,guan3,guan1
馆	3544|guan3
琯	1144|guan3
筦	3144|guan3
管	3144|guan3
鳤	3531|guan3
毌	55_1|guan4
贯	5525|guan4
掼	4255|guan4
涫	_344|guan4
惯	4455|guan4
祼	4525|guan4
盥	3225|guan4
灌	_3_5|guan4
瓘	11_5|guan4
爟	43_5|guan4
鹳	_535|guan4
罐	31_5|guan4
光	2435|guang1
垙	_424|guang1
咣	1424|guang1
洸	_324|guang1
珖	1124|guang1
桄	_224|guang1,guang4
𨐈	1524|guang1
胱	2324|guang1
广	41_3|guang3,an1
犷	3541|guang3
逛	3545|guang4
归	2351|gui1
圭	_4_4|gui1
龟	3525|gui1,jun1,qiu1
妫	5343|gui1
规	1125|gui1
邽	_452|gui1
皈	3233|gui1
闺	42_4|gui1
珪	11_4|gui1
硅	13_4|gui1
瑰	1132|gui1
鲑	35_4|gui1,xie2
鬶	11_1|gui1
氿	_335|gui3,jiu3
宄	4435|gui3
轨	1535|gui3
庋	4112|gui3
匦	1515|gui3
诡	4535|gui3
鬼	3254|gui3
姽	5335|gui3
癸	5411|gui3
晷	2235|gui3
簋	3151|gui3
柜	_215|gui4,ju3
刿	2522|gui4
刽	2422|gui4
贵	2525|gui4
桂	_2_4|gui4
桧	_224|gui4,hui4
筀	31_4|gui4
跪	1435|gui4
鳜	3513|gui4
衮	4134|gun3
绲	5522|gun3
辊	1522|gun3
滚	_341|gun3
磙	1341|gun3
鲧	3535|gun3
棍	_222|gun4
呙	1425|guo1
埚	_414|guo1
郭	4152|guo1
崞	2541|guo1
聒	1231|guo1
锅	_114|guo1
蝈	2525|guo1
国	2511|guo2
帼	2525|guo2
𬇹	_325|guo2
腘	2325|guo2
虢	3421|guo2
馘	4315|guo2
果	25_4|guo3
馃	3525|guo3
椁	_241|guo3
蜾	2525|guo3
裹	4125|guo3
粿	4325|guo3
过	1245|guo4,guo1
哈	1424|ha1,ha3,ha4
铪	_124|ha1
蛤	2524|ha2,ge2
咍	1454|hai1
咳	1441|ke2,hai1
嗨	14_3|hai1,hei1
还	1345|hai2,huan2
孩	5241|hai2
骸	2541|hai2
胲	2341|hai3,gai3
海	_331|hai3
醢	1213|hai3
亥	4124|hai4
骇	5541|hai4
氦	3141|hai4
害	4411|hai4
嗐	1444|hai4
顸	1113|han1
蚶	2512|han1
酣	1212|han1
憨	5145|han1
鼾	3211|han1
邗	1152|han2
邯	1252|han2
含	2414|han2
函	5252|han2
虷	2511|gan1,han2
浛	_324|han2
琀	1124|han2
晗	2224|han2
崡	2552|han2
焓	4324|han2
涵	_352|han2
韩	1211|han2
嵅	2513|dan3,dang3,han2
寒	4444|han2
罕	4511|han3
喊	1413|han3
蔊	_543|han4,han3
㘎	1442|han3
汉	_354|han4
汗	_311|han4,han2
旱	2211|han4
垾	_422|han4
捍	4222|han4
悍	4422|han4
菡	_552|han4
焊	4322|han4
颔	2413|han4
撖	4251|han4
暵	2212|han4
撼	4213|han4
翰	1224|han4
憾	4413|han4
瀚	_312|han4
夯	1353|hang1,ben4
杭	_241|hang2
绗	5533|hang2
航	3341|hang2
颃	4113|hang2
沆	_341|hang4
蒿	_541|hao1
薅	_553|hao1
嚆	14_5|hao1
蚝	2531|hao2
毫	4131|hao2
嗥	1432|hao2
貉	3435|he2,hao2,mo4
豪	4113|hao2
壕	_441|hao2
嚎	1441|hao2
濠	_341|hao2
好	5352|hao3,hao4
郝	_452|hao3
号	1415|hao4,hao2
昊	2211|hao4
耗	1131|hao4
浩	_331|hao4
淏	_322|hao4
皓	3231|hao4
鄗	4152|hao4
皞	3232|hao4
颢	2213|hao4
灏	_322|hao4
诃	45_1|he1
呵	14_1|he1,a1,a2,a3,a4,ke1
喝	1422|he1,he4
嗬	14_5|he1
禾	31_4|he2
合	2414|he2,ge3
何	24_1|he2
和	3114|he2,he4,hu2,huo2,huo4
郃	2452|he2
劾	4153|he2
河	_3_1|he2
曷	2235|he2
饸	3524|he2
阂	4241|he2
盍	_425|he2
荷	_524|he4,he2
核	_241|he2,hu2
𬌗	1524|he2
盉	3125|he2
菏	_5_3|he2
龁	2131|he2
盒	2425|he2
涸	_325|he2
颌	2413|he2,ge2
阖	42_4|he2
鹖	2235|he2
翮	_154|he2
鞨	1222|he2
龢	2431|he2
垎	_435|he4
贺	5325|he4
隺	4541|he4
赫	_4_4|he4
熇	4341|he4
褐	4522|he4
鹤	4535|he4
翯	5441|he4
壑	21_4|he4
黑	2544|hei1
嘿	1425|hei1,mo4
𬭶	_125|hei1
痕	4151|hen2
𬣳	4551|hen3
很	3351|hen3
狠	3551|hen3
恨	4451|hen4
亨	4114|heng1
哼	1441|heng1
恒	44_1|heng2
姮	53_1|heng2
珩	1133|heng2
桁	_233|heng2
鸻	3335|heng2
横	_212|heng2,heng4
衡	3335|heng2
蘅	_533|heng2
堼	_4_4|heng4
吽	1431|hong1
轰	1554|hong1
哄	1412|hong3,hong1,hong4
訇	3541|hong1
烘	4312|hong1
薨	_525|hong1
弘	5154|hong2
红	5512|hong2,gong1
玒	1112|hong2
闳	4213|hong2
宏	4413|hong2
纮	5513|hong2
泓	_351|hong2
荭	_555|hong2
虹	2512|hong2,jiang4
竑	4113|hong2
洪	_312|hong2
翃	1354|hong2
硔	1312|gong3
𫟹	_112|hong2
鸿	_335|hong2
𬭎	_144|hong2
谼	3412|hong2
蕻	_512|hong4,hong2
黉	4412|hong2
讧	4512|hong4
齁	3235|hou1
侯	2451|hou2,hou4
喉	1424|hou2
猴	3524|hou2
𬭤	_124|hou2
瘊	4124|hou2
骺	2533|hou2
篌	3124|hou2
糇	4324|hou2
吼	1452|hou3
后	3314|hou4
郈	3352|hou4
厚	1322|hou4
垕	33_4|hou4
逅	3345|hou4
候	2451|hou4
堠	_424|hou4
鲎	4435|hou4
鲘	3533|hou4
乎	34_2|hu1
昒	2235|hu1
呼	1434|hu1
忽	3545|hu1
轷	1534|hu1
烀	4334|hu1
唿	1435|hu1
淴	_335|hu1
惚	4435|hu1
滹	_321|hu1
囫	2535|hu2
狐	3533|hu2
弧	5133|hu2
胡	1223|hu2
壶	1222|hu2
斛	3544|hu2
葫	_512|hu2
猢	3512|hu2
湖	_312|hu2
瑚	1112|hu2
煳	4312|hu2
鹕	1235|hu2
槲	_235|hu2
蝴	2512|hu2
糊	4312|hu2,hu4,hu1
縠	1235|hu2
醐	1212|hu2
觳	1235|hu2
虎	2135|hu3
浒	_345|hu3,xu3
唬	1421|hu3,xia4
琥	1121|hu3
互	15_1|hu4
户	45_3|hu4
冱	4115|hu4
护	4245|hu4
沪	_345|hu4
昈	2245|hu4
岵	2512|hu4
怙	4412|hu4
戽	4544|hu4
祜	4512|hu4
笏	3135|hu4
瓠	1333|hu4
扈	4514|hu4
鄠	1452|hu4
嫭	5321|hu4
鹱	35_5|hu4
鳠	35_5|hu4
花	_524|hua1
砉	1113|hua1,xu1
哗	1424|hua2,hua1
华	2412|hua2,hua1,hua4
骅	5524|hua2
铧	_124|hua2
猾	3525|hua2
滑	_325|hua2
化	2435|hua4,hua1
划	1522|hua2,hua4
画	_125|hua4
话	4531|hua4
桦	_224|hua4
婳	53_1|hua4
觟	35_4|hua4
怀	4413|huai2
徊	3325|huai2,hui2
淮	_324|huai2
槐	_232|huai2
踝	1425|huai2
坏	_413|huai4
欢	5435|huan1
獾	35_5|huan1
环	1113|huan2
郇	3552|xun2,huan2
荁	_5_1|huan2
峘	25_1|huan2
洹	_3_1|huan2
桓	_2_1|huan2
𬘫	5544|huan2
萑	_524|huan2
貆	34_1|huan2
锾	_134|huan2
圜	2525|huan2,yuan2
澴	_325|huan2
寰	4425|huan2
缳	5525|huan2
𤩽	1112|huan2
鹮	2535|huan2
镮	_125|huan2
鬟	1225|huan2
缓	5534|huan3
㬊	2234|huan3
幻	55_5|huan4
奂	3525|huan4
宦	4415|huan4
换	4235|huan4
唤	1435|huan4
涣	_335|huan4
浣	_344|huan4
患	2545|huan4
焕	4335|huan4
逭	4445|huan4
痪	4135|huan4
豢	4313|huan4
漶	_325|huan4
鲩	3544|huan4
擐	4225|huan4
肓	4123|huang1
荒	_541|huang1
慌	44_5|huang1
皇	3211|huang2
黄	1225|huang2
凰	3532|huang2
隍	5232|huang2
喤	1432|huang2
遑	3245|huang2
徨	3332|huang2
湟	_332|huang2
惶	4432|huang2
媓	5332|huang2
瑝	1132|huang2
煌	4332|huang2
锽	_132|huang2
潢	_312|huang2
璜	1112|huang2
蝗	2532|huang2
篁	3132|huang2
艎	3332|huang2
磺	1312|huang2
𨱑	_112|huang2
癀	4112|huang2
蟥	2512|huang2
簧	3112|huang2
鳇	3532|huang2
恍	4424|huang3
晃	2224|huang4,huang3
谎	45_5|huang3
幌	2522|huang3
㿠	3224|huang4
滉	_322|huang4
灰	1343|hui1
㧑	4243|hui1
诙	4513|hui1
挥	4245|hui1
虺	1325|hui3,hui1
咴	1413|hui1
恢	4413|hui1
袆	4511|hui1
珲	1145|hui1,hun2
晖	2245|hui1
辉	2445|hui1
翚	5445|hui1
麾	4131|hui1
徽	3325|hui1
隳	5224|hui1
回	2514|hui2
茴	_525|hui2
洄	_325|hui2
烠	4313|hui2
蛔	2525|hui2
悔	4431|hui3
毁	3235|hui3
卉	1213|hui4
汇	_315|hui4
会	2411|hui4,kuai4
讳	4511|hui4
荟	_524|hui4
哕	1425|yue3,hui4
浍	_324|hui4,kuai4
诲	4531|hui4
绘	5524|hui4
恚	_445|hui4
贿	2513|hui4
烩	4324|hui4
彗	1151|hui4
晦	2231|hui4
秽	3125|hui4
惠	1245|hui4
喙	1455|hui4
翙	2554|hui4
𬤝	4512|hui4
慧	1145|hui4
蕙	_512|hui4
橞	_212|hui4
𬭬	_111|wei4,hui4
蟪	2512|hui4
昏	3522|hun1
荤	_515|hun1,xun1
阍	4235|hun1
惛	4435|hun1
婚	5335|hun1
浑	_345|hun2
馄	3522|hun2
魂	1132|hun2
诨	4545|hun4
混	_322|hun4,hun2
溷	_325|hun4
耠	1124|huo1
𬴃	5511|huo1
锪	_135|huo1
劐	_522|huo1
嚄	14_5|huo1,huo4,o3
豁	4434|huo4,huo1,hua2
攉	4214|huo1
佸	2431|huo2
活	_331|huo2
火	4324|huo3
伙	2443|huo3
钬	_143|huo3
漷	_341|huo3
夥	2535|huo3
或	1514|huo4
货	2425|huo4
获	_535|huo4
祸	4514|huo4
惑	1545|huo4
霍	1424|huo4
濩	_3_5|huo4
镬	_1_5|huo4
藿	_514|huo4
嚯	1414|huo4
蠖	25_5|huo4
㸌	4314|huo4
讥	4535|ji1
击	11_2|ji1
叽	1435|ji1
饥	3535|ji1
玑	1135|ji1
圾	_435|ji1
芨	_535|ji1
机	_235|ji1
乩	21_5|ji1
肌	2335|ji1
矶	1335|ji1
鸡	5435|ji1
枅	_211|ji1
𬯀	5241|ji1
剞	1322|ji1
唧	1451|ji1
积	3114|ji1
笄	3111|ji1
屐	5133|ji1
姬	5315|ji1
基	12_4|ji1
𫓯	_1_4|ji1
赍	1225|ji1
犄	3113|ji1
嵇	3113|ji1
缉	5514|ji1,qi1
畸	2513|ji1
跻	1441|ji1
𫓹	_112|ji1
𫌀	4511|ji1
箕	3112|ji1
稽	3113|ji1,qi3
觭	3513|ji1
齑	4121|ji1
畿	5525|ji1
墼	12_4|ji1
激	_332|ji1
羁	2512|ji1
及	35_4|ji2
伋	2435|ji2
吉	1214|ji2
岌	2535|ji2
汲	_335|ji2
级	5535|ji2
极	_235|ji2
即	5152|ji2
佶	2412|ji2
亟	52_1|ji2,qi4
笈	3135|ji2
急	3545|ji2
姞	5312|ji2
疾	4131|ji2
棘	1212|ji2
殛	1352|ji2
戢	1412|ji2
集	24_2|ji2
㴔	_335|ji2
蒺	_541|ji2
楫	_214|ji2
辑	1514|ji2
嵴	2541|ji2
嫉	5341|ji2
耤	1112|ji2
蕺	_514|ji2
瘠	4141|ji2
鹡	4135|ji2
藉	_511|ji2,jie4
蹐	1441|ji2
籍	3111|ji2
几	3553|ji3,ji1
己	51_5|ji3
虮	2535|ji3
挤	4241|ji3
脊	4123|ji3
掎	4213|ji3
鱾	3551|ji3
戟	1215|ji3
麂	4135|ji3
计	4512|ji4
记	4551|ji4
伎	2412|ji4
纪	5551|ji4,ji3
技	4212|ji4
芰	_512|ji4
忌	5145|ji4
际	5211|ji4
妓	5312|ji4
季	3152|ji4
剂	4122|ji4
垍	_432|ji4
荠	_541|ji4,qi2
迹	4145|ji4
洎	_332|ji4
济	_341|ji4,ji3
既	5115|ji4
𪟝	1153|ji4
觊	2525|ji4
继	5543|ji4
偈	2422|ji4,jie2
徛	3313|ji4
祭	3511|ji4,zhai4
悸	4431|ji4
寄	4413|ji4
寂	4421|ji4
绩	5511|ji4
惎	1245|ji4
蓟	_535|ji4
霁	1441|ji4
跽	1451|ji4
鲚	3541|ji4
漈	_335|ji4
暨	5122|ji4
稷	3125|ji4
鲫	3551|ji4
髻	1212|ji4
冀	2125|ji4
穄	3135|ji4
罽	2513|ji4
𬶨	5135|ji4
𬶭	3535|ji4
骥	5521|ji4
瀱	_325|ji4
加	5314|jia1
夹	14_4|jia1,jia2,ga1
佳	24_4|jia1
泇	_353|jia1
迦	5345|jia1
珈	1153|jia1
枷	_253|jia1
浃	_314|jia1
𬂩	_214|jia1
痂	4153|jia1
家	4413|jia1,jie5
笳	3153|jia1
袈	5341|jia1
葭	_551|jia1
跏	1453|jia1
嘉	1253|jia1
镓	_144|jia1
郏	1452|jia2
荚	_514|jia2
恝	1145|jia2
戛	1315|jia2,ga1
铗	_114|jia2
袷	4524|qia1
颊	1413|jia2
蛱	2514|jia2
甲	25_2|jia3
岬	2525|jia3
胛	2325|jia3
叚	5151|xia2
贾	1225|jia3,gu3
钾	_125|jia3
假	2451|jia3,jia4
斝	1444|jia3
槚	_212|jia3
瘕	4151|jia3
价	2424|jia4,jie4,jie5
驾	5355|jia4
架	53_2|jia4
嫁	5344|jia4
稼	3144|jia4
戋	11_4|jian1
尖	2313|jian1
奸	5311|jian1
歼	1331|jian1
坚	22_4|jian1
间	4222|jian1,jian4
肩	4523|jian1
艰	5451|jian1
监	2225|jian1,jian4
兼	43_4|jian1
菅	_544|jian1
笺	3111|jian1
犍	3151|jian1,qian2
湔	_343|jian1
缄	5513|jian1
搛	4243|jian1
蒹	_543|jian1
煎	4344|jian1
缣	5543|jian1
鲣	3522|jian1
鹣	4335|jian1
篯	31_1|jian1
鞬	1251|jian1
鞯	12_5|jian1
鳒	3543|jian1
拣	4215|jian3
